strategy,avg_lik,avg_imp,avg_risk,avg_len
0,0.8565932116521112,0.8354018969331606,0.7254501541500514,2.5834829584212136
2#printing_source,0.8434005462703705,0.8372043861454315,0.7151535698856776,2.5631403286390437
2#energymanagement_source,0.8516194959741615,0.8411076961016167,0.7250723819828032,2.5518533902998657
2#occupancymanagement_source,0.8575695570815632,0.8319423240998683,0.7244239659047811,2.6242523768366466
2#videosurveillance_source,0.6182092938980993,0.7611367787640407,0.46397405121237956,1.912810507803913
2#firedetection_source,0.9098872401790458,0.8503290999730826,0.7817629517371725,2.713688122255122
2#intrusiondetection_source,0.64512753175732,0.8024556713091214,0.5152678845152668,1.9343002426903964
2#amazonecho_source,0.8620092110924867,0.8329357961135114,0.7289527874960223,2.6099030673649284
2#smartthings_source,0.8257606363778023,0.8738649786342296,0.7260603352631574,2.4023166385293564
2#bms_source,0.8579394340024661,0.8337797864256226,0.7257814689183666,2.5957431457431457
1#printing_source#CVE-2024-27141,0.8566512166278721,0.8353179844633165,0.7254474882256694,2.584386214261596
1#printing_source#CVE-2024-27142,0.8566512166278721,0.8353179844633165,0.7254474882256694,2.584386214261596
1#printing_source#CVE-2024-27143,0.8568691629388384,0.8355717801073257,0.7257990897326472,2.584386214261596
1#printing_source#CVE-2024-27144,0.8568691629388384,0.8355717801073257,0.7257990897326472,2.584386214261596
1#printing_source#CVE-2024-27145,0.8568691629388384,0.8355717801073257,0.7257990897326472,2.584386214261596
1#printing_source#CVE-2024-27146,0.8564401340511955,0.8353914408952642,0.7253186430353142,2.584001695101471
1#printing_source#CVE-2024-27147,0.8564189476600812,0.8355717801073257,0.7254874707625466,2.584386214261596
1#printing_source#CVE-2024-27148,0.8564189476600812,0.8355717801073257,0.7254874707625466,2.584386214261596
1#printing_source#CVE-2024-27149,0.8564189476600812,0.8355717801073257,0.7254874707625466,2.584386214261596
1#printing_source#CVE-2024-27150,0.8564189476600812,0.8355717801073257,0.7254874707625466,2.584386214261596
1#printing_source#CVE-2024-27151,0.8564189476600812,0.8355717801073257,0.7254874707625466,2.584386214261596
1#printing_source#CVE-2024-27152,0.8564189476600812,0.8355717801073257,0.7254874707625466,2.584386214261596
1#printing_source#CVE-2024-27153,0.8564189476600812,0.8355717801073257,0.7254874707625466,2.584386214261596
1#printing_source#CVE-2024-27155,0.8567101812911918,0.8355012079934058,0.7256408197443956,2.584386214261596
1#printing_source#CVE-2024-27158,0.8564189476600812,0.8355717801073257,0.7254874707625466,2.584386214261596
1#printing_source#CVE-2024-27159,0.8567101812911918,0.8353179844633165,0.7254982210497259,2.584386214261596
1#printing_source#CVE-2024-27160,0.8567101812911918,0.8353179844633165,0.7254982210497259,2.584386214261596
1#printing_source#CVE-2024-27161,0.8567101812911918,0.8353179844633165,0.7254982210497259,2.584386214261596
1#printing_source#CVE-2024-27162,0.8566043787560345,0.8353915718814129,0.7254530947991746,2.583550924074553
1#printing_source#CVE-2024-27163,0.8567576324462293,0.8353179844633165,0.7255386330558777,2.584386214261596
1#printing_source#CVE-2024-27164,0.8566030345661273,0.8353915718814129,0.7254517506092674,2.583550924074553
1#printing_source#CVE-2024-27165,0.8565546078574615,0.8355717801073257,0.7255854848939037,2.584386214261596
1#printing_source#CVE-2024-27166,0.8564189476600812,0.8355717801073257,0.7254874707625466,2.584386214261596
1#printing_source#CVE-2024-27167,0.8564189476600812,0.8355717801073257,0.7254874707625466,2.584386214261596
1#printing_source#CVE-2024-27169,0.8567101812911918,0.8355717801073257,0.7256940001689486,2.584386214261596
1#printing_source#CVE-2024-27170,0.8564189476600812,0.8355717801073257,0.7254874707625466,2.584386214261596
1#occupancymanagement_source#CVE-2008-3939,0.856731287703995,0.8355343937951311,0.7256641214097669,2.5838576561592896
1#occupancymanagement_source#CVE-2013-4980,0.856731287703995,0.8353098481277996,0.7255158660843919,2.5838576561592896
1#occupancymanagement_source#CVE-2013-4981,0.856731287703995,0.8353098481277996,0.7255158660843919,2.5838576561592896
1#occupancymanagement_source#CVE-2019-13379,0.8564976091828702,0.8357491790202721,0.725628510873982,2.582919281557832
1#occupancymanagement_source#CVE-2013-4982,0.8566417112779838,0.8353050486933946,0.7254214902239756,2.5838576561592896
1#occupancymanagement_source#CVE-2024-33470,0.8548301067315538,0.8338929078314044,0.7225893708901658,2.581632167121722
1#occupancymanagement_source#CVE-2024-33471,0.8548301067315538,0.8338929078314044,0.7225893708901658,2.581632167121722
1#videosurveillance_source#CVE-2023-5746,0.8568286266644811,0.834729332866819,0.7251514520479547,2.5822710057401124
1#videosurveillance_source#CVE-2024-5463,0.8568286266644811,0.8362654217716347,0.7264454768717012,2.5822710057401124
1#videosurveillance_source#CVE-2023-47802,0.8193880977325894,0.8042077449787663,0.665758093209306,2.486908716975162
1#videosurveillance_source#CVE-2023-47803,0.8568286266644811,0.8372197240431637,0.7272197666592302,2.5822710057401124
1#videosurveillance_source#CVE-2024-39349,0.8568286266644811,0.834729332866819,0.7251514520479547,2.5822710057401124
1#videosurveillance_source#CVE-2024-39351,0.8193880977325894,0.8042077449787663,0.665758093209306,2.486908716975162
1#videosurveillance_source#CVE-2024-39352,0.8193880977325894,0.8574429726380545,0.7189588595548609,2.486908716975162
1#videosurveillance_source#CVE-2024-39350,0.8560483397133669,0.834729332866819,0.7243749668249365,2.5822710057401124
1#firedetection_source#CVE-2015-0706,0.8586024080932508,0.8349726712146636,0.7270024879104254,2.586648174998424
1#firedetection_source#CVE-2015-0707,0.8578758254658889,0.8355807920112439,0.7265530754661682,2.5854525913164426
